E_Q9BLI1	ensembl134518/low_complexity	TRASDJ PROTEIN (FRAGMENT).
BTSAT1	Satellite/Centromeric  
gi|5804797|emb|AJ006553.1|AAR6553	DNA
autorepeat_4088	ciona_repeat
autorepeat_4089	ciona_repeat
Hu-U30	snoRNA Human U30 gmeth c/d snoRNA intron 7 UHG gi|1200185:2651-2720
Hu-U31	snoRNA Human U31 gmeth c/d snoRNA intron 8 UHG gi|1200185:2989-3056
Hu-U32	snoRNA Human U32 gmeth c/d snoRNA intron 2 ribosomal protein L13a gi|1770523:88-163
autorepeat_310	ciona_repeat
Hu-U33	snoRNA Human U33 gmeth C/D box snoRNA intron 4 ribosomal protein L13a gi|1770728:98-175
autorepeat_311	ciona_repeat
Hu-U34	snoRNA Human U34 gmeth C/D snoRNA intron 5 ribosomal protein L13a gi|1770729
autorepeat_312	ciona_repeat
Hu-U35	snoRNA Human U35 gmeth C/D snoRNA intron 6 ribosomal protein L13a gi|1770730:136-212
autorepeat_313	ciona_repeat
autorepeat_314	ciona_repeat
Hu-U37	snoRNA Human U37 gmeth C/D snoRNA intron 4 elongation factor 2 gi|1770733:153-218,
autorepeat_315	ciona_repeat
autorepeat_316	ciona_repeat
DMYRETTR3	DNA
autorepeat_317	ciona_repeat
DMYRETTR4	DNA
autorepeat_318	ciona_repeat
DMYRETTR5	DNA
MAIAPLTR	LTR/Retroviral
autorepeat_319	ciona_repeat
DMYRETTR6	DNA
HERV3	LTR/ERV1   15% div, with LTR4s 
autorepeat_6770	ciona_repeat
autorepeat_6771	ciona_repeat
autorepeat_6772	ciona_repeat
autorepeat_3430	ciona_repeat
autorepeat_6773	ciona_repeat
autorepeat_3431	ciona_repeat
autorepeat_6774	ciona_repeat
HERV9	LTR/ERV1  LTR12
autorepeat_3432	ciona_repeat
autorepeat_6775	ciona_repeat
autorepeat_3433	ciona_repeat
autorepeat_6776	ciona_repeat
autorepeat_3434	ciona_repeat
autorepeat_4090	ciona_repeat
autorepeat_6777	ciona_repeat
autorepeat_3435	ciona_repeat
autorepeat_4091	ciona_repeat
autorepeat_6778	ciona_repeat
autorepeat_3436	ciona_repeat
autorepeat_4092	ciona_repeat
autorepeat_6779	ciona_repeat
autorepeat_3437	ciona_repeat
autorepeat_4093	ciona_repeat
E_Q9TXT0	ensembl21422/low_complexity	HYPOTHETICAL 55.5 KDA PROTEIN.
autorepeat_3438	ciona_repeat
autorepeat_4094	ciona_repeat
autorepeat_3439	ciona_repeat
autorepeat_4095	ciona_repeat
autorepeat_4096	ciona_repeat
SINEC_CF	SINE/dog  
autorepeat_4097	ciona_repeat
autorepeat_4098	ciona_repeat
autorepeat_4099	ciona_repeat
HERVE	LTR/ERV1  LTR2
BURDOCK_LTR	LTR/Gypsy  LTR from D.melanogaster BURDOCK retrotransposon.
IR3_CE	DNA
HERVH	LTR/ERV1  LTR7
E_Q963W0	ensembl3266/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
HERVI	LTR/ERV1  LTR10
Hu-U41	snoRNA Human U41 gmeth c/d snoRNA intron ?? ?? (8674114) gi|1321845|emb|X96640.1|HSA1SN
Hu-U42	snoRNA Human U42 gmeth c/d snoRNA intron ?? ?? (8674114) gi|1321848|emb|X96641.1|HSA2SN
autorepeat_320	ciona_repeat
Hu-U43	snoRNA Human U43 gmeth c/d snoRNA intron 1 rpl3 gene gi|7159731|emb|AJ238853.1|HSA238853
autorepeat_321	ciona_repeat
HERVK	LTR/ERVK  LTR5
Hu-U44	snoRNA Human U44 gmeth c/d snoRNA intron 5 gas5 (99038196) gi|1321850|emb|X96643.1|HSA4SN
autorepeat_322	ciona_repeat
HERVL	LTR/ERVL  8% div MLT2A1/A2 LTRs
autorepeat_323	ciona_repeat
autorepeat_324	ciona_repeat
Hu-U47	snoRNA Human U47 gmeth c/d box snoRNA intron 10 gas5 (99038196) gi|5031292:3549-3613,
autorepeat_325	ciona_repeat
Hu-U48	snoRNA Human U48 gmeth c/d snoRNA intron ?? ?? (8674114) gi|1321855|emb|X96648.1|HSA8SN
autorepeat_326	ciona_repeat
Hu-U49	snoRNA Human U49 gmeth c/d snoRNA intron ?? ?? (8674114) gi|1321856|emb|X96649.1|HSA9SN
autorepeat_327	ciona_repeat
autorepeat_328	ciona_repeat
HERVR	LTR/ERV1  
autorepeat_329	ciona_repeat
autorepeat_6780	ciona_repeat
E_Q9NBI3	ensembl9016/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_6781	ciona_repeat
autorepeat_6782	ciona_repeat
autorepeat_3440	ciona_repeat
autorepeat_6783	ciona_repeat
autorepeat_3441	ciona_repeat
autorepeat_6784	ciona_repeat
autorepeat_3442	ciona_repeat
autorepeat_6785	ciona_repeat
autorepeat_3443	ciona_repeat
autorepeat_6786	ciona_repeat
autorepeat_3444	ciona_repeat
autorepeat_6787	ciona_repeat
autorepeat_3445	ciona_repeat
autorepeat_6788	ciona_repeat
ATCOPIA90LTR	LTR/Copia
autorepeat_3446	ciona_repeat
autorepeat_6789	ciona_repeat
autorepeat_3447	ciona_repeat
E_Q17569	ensembl63512/trans	C01G5.6 PROTEIN.
autorepeat_3448	ciona_repeat
Hu-E2	snoRNA Human E2 pu haca snoRNA intron 4 37kD laminin receptor precursor/p40 ribosome associated protein gi|174905|HUME2SNRNA
autorepeat_3449	ciona_repeat
Hu-E3	snoRNA Human E3 pu haca snoRNA intron8 translation initiation factor 4AII gi|409222|HUMSNE32X
SINEC_Cf	SINE/Lys 5% (3.7% kimura outside CG)
Hu-U50	snoRNA Human U50 gmeth c/d snoRNa intron 6 U50HG gi|5821114:1992-2066,
Hu-U51	snoRNA Human U51 gmeth c/d box snoRNA intron ?? ?? (8674114) gi|1321835|emb|X96650.1|HSA11SN
Hu-U52	snoRNA Human U52 gmeth c/d snoRNA intron ?? ?? (8674114) gi|1321836|emb|X96651.1|HSA12SN
autorepeat_330	ciona_repeat
Hu-U53	snoRNA Human U53 gmeth c/d box snoRNA intron ?? ?? (8674114) gi|1321837|emb|X96652.1|HSA13SN
autorepeat_331	ciona_repeat
Hu-U54	snoRNA Human U54 gmeth c/d snoRNA intron ?? ?? (8674114) gi|1321838|emb|X96653.1|HSA14SN
autorepeat_332	ciona_repeat
autorepeat_333	ciona_repeat
Hu-U56	snoRNA Human U56 gmeth c/d snoRNA intron ?? ?? (8674114) gi|1321840|emb|X96655.1|HSA16SN
autorepeat_334	ciona_repeat
Hu-U57	snoRNA Human U57 gmeth c/d snoRNA intron ?? ?? (8674114) gi|1321841|emb|X96656.1|HSA17SN
autorepeat_335	ciona_repeat
autorepeat_336	ciona_repeat
Hu-U59	snoRNA Human U59 gmeth c/d snoRNA intron 2 ATP synthase beta (8674114) gi|1321844|emb|X96659.1|HSA19SN
E_Q9VID6	ensembl5345/trans	CG8672 PROTEIN (FRAGMENT).
autorepeat_337	ciona_repeat
autorepeat_338	ciona_repeat
autorepeat_339	ciona_repeat
ATCOPIA6LTR	LTR/Copia 
autorepeat_6790	ciona_repeat
Contig700	WI_ciona_repeat
TRANSPAC_I	LTR/Gypsy
autorepeat_6791	ciona_repeat
Contig701	WI_ciona_repeat
autorepeat_6792	ciona_repeat
Contig702	WI_ciona_repeat
autorepeat_3450	ciona_repeat
autorepeat_6793	ciona_repeat
Contig703	WI_ciona_repeat
autorepeat_3451	ciona_repeat
autorepeat_6794	ciona_repeat
Contig704	WI_ciona_repeat
autorepeat_3452	ciona_repeat
autorepeat_6795	ciona_repeat
autorepeat_3453	ciona_repeat
autorepeat_6796	ciona_repeat
Contig705	WI_ciona_repeat
autorepeat_3454	ciona_repeat
autorepeat_6797	ciona_repeat
Contig706	WI_ciona_repeat
autorepeat_3455	ciona_repeat
autorepeat_6798	ciona_repeat
Contig707	WI_ciona_repeat
autorepeat_3456	ciona_repeat
autorepeat_6799	ciona_repeat
Contig708	WI_ciona_repeat
autorepeat_3457	ciona_repeat
Contig709	WI_ciona_repeat
autorepeat_3458	ciona_repeat
autorepeat_3459	ciona_repeat
Hu-U60	snoRNA Human U60 gmeth c/d snoRNA intron ?? ?? (8674114) gi|1321846|emb|X96660.1|HSA20SN
Hu-U61	snoRNA Human U61 gmeth c/d snoRNa intron ?? ?? (8674114) gi|1321847|emb|X96661.1|HSA21SN
Hu-U62	snoRNA Human U62 gmeth c/d snoRNA gi|1794262|gb|U72851.1|HSU72851
autorepeat_340	ciona_repeat
MAPVLTR	LTR/Retroviral
Hu-U63	snoRNA Human U63 gmeth c/d snoRNA gi|1794263|gb|U72852.1|HSU72852
autorepeat_341	ciona_repeat
Hu-U64	snoRNA Human U64 pu haca snoRNA intron ? ribosomal protein S4 gi|2145434|emb|Y11158.1|HSSNOU64
autorepeat_342	ciona_repeat
Hu-U65	snoRNA Human U65 pu haca snoRNA gi|2145435|emb|Y11159.1|HSSNOU65
autorepeat_343	ciona_repeat
Hu-U66	snoRNA Human U66 pu haca snoRNA gi|2145436|emb|Y11160.1|HSSNOU66
autorepeat_344	ciona_repeat
Hu-U67	snoRNA Human U67 pu haca snoRNA intron ?? translation initiation factor eIF4aI gi|2145437|emb|Y11161.1|HSSNOU67
autorepeat_345	ciona_repeat
Hu-U68	snoRNA Human U68 pu haca snoRNA intron ?? ?? gi|2145438|emb|Y11162.1|HSSNOU68
autorepeat_346	ciona_repeat
Hu-U69	snoRNA Human U69 pu haca snoRNA intron ?? ?? gi|2145439|emb|Y11163.1|HSSNOU69
autorepeat_347	ciona_repeat
autorepeat_348	ciona_repeat
autorepeat_349	ciona_repeat
autorepeat_2800	ciona_repeat
autorepeat_2801	ciona_repeat
Contig710	WI_ciona_repeat
autorepeat_2802	ciona_repeat
Contig711	WI_ciona_repeat
autorepeat_2803	ciona_repeat
Contig712	WI_ciona_repeat
autorepeat_2804	ciona_repeat
autorepeat_3460	ciona_repeat
Contig713	WI_ciona_repeat
autorepeat_2805	ciona_repeat
autorepeat_3461	ciona_repeat
autorepeat_2806	ciona_repeat
autorepeat_3462	ciona_repeat
Contig714	WI_ciona_repeat
autorepeat_2807	ciona_repeat
autorepeat_3463	ciona_repeat
Contig715	WI_ciona_repeat
autorepeat_2808	ciona_repeat
autorepeat_3464	ciona_repeat
Contig716	WI_ciona_repeat
autorepeat_2809	ciona_repeat
autorepeat_3465	ciona_repeat
Contig717	WI_ciona_repeat
autorepeat_3466	ciona_repeat
Contig718	WI_ciona_repeat
autorepeat_3467	ciona_repeat
Contig719	WI_ciona_repeat
autorepeat_3468	ciona_repeat
DNA25TWA1_DR	DNA
autorepeat_3469	ciona_repeat
LTR49-int	LTR/ERV1 mer4 group
12814..111425	DNA
E_Q9SY99	ensembl3534/trans	T25B24.14 PROTEIN.
Hu-U70	snoRNA Human U70 pu haca snoRNA intron 3 Q1Z 7F5 gi|2145440|HSSNOU70
Hu-U72	snoRNA Human U72 pu haca snoRNA ?intron 4 ribosomal protein L30? gi|2145443|emb|Y11167.1|HSSNOU72
autorepeat_350	ciona_repeat
autorepeat_351	ciona_repeat
Hu-U74	snoRNA Human U74 gmeth c/d snoRNA intron 1 gas5 (99038196) gi|5031292:245-316,
autorepeat_352	ciona_repeat
Hu-U75	snoRNA Human U75 gmeth c/d snoRNA intron 2 gas5 (99038196) gi|5031292:1052-1111,
autorepeat_353	ciona_repeat
Hu-U76	snoRNA Human U76 gmeth c/d snoRNA intron 3 gas5 (99038196) gi|5031292:1275-1355,
autorepeat_354	ciona_repeat
Hu-U77	snoRNA Human U77 gmeth c/d snoRNA intron 4 gas5 (99038196) gi|5031292:1617-1677,
autorepeat_355	ciona_repeat
Hu-U78	snoRNA Human U78 gmeth c/d snoRNA intron 6 gas5 (99038196) gi|5031292:2301-2354,
autorepeat_356	ciona_repeat
Hu-U79	snoRNA Human U79 gmeth c/d snoRNA intron 7 gas5 (99038196) gi|5031292:2555-2635,
autorepeat_357	ciona_repeat
autorepeat_358	ciona_repeat
NDNAX2_CE	DNA?
autorepeat_359	ciona_repeat
autorepeat_2810	ciona_repeat
autorepeat_2811	ciona_repeat
Contig720	WI_ciona_repeat
autorepeat_2812	ciona_repeat
Contig721	WI_ciona_repeat
autorepeat_2813	ciona_repeat
Contig722	WI_ciona_repeat
autorepeat_2814	ciona_repeat
autorepeat_3470	ciona_repeat
autorepeat_2815	ciona_repeat
autorepeat_3471	ciona_repeat
Contig723	WI_ciona_repeat
autorepeat_2816	ciona_repeat
autorepeat_3472	ciona_repeat
Contig724	WI_ciona_repeat
autorepeat_2817	ciona_repeat
autorepeat_3473	ciona_repeat
Contig725	WI_ciona_repeat
autorepeat_2818	ciona_repeat
autorepeat_3474	ciona_repeat
Contig726	WI_ciona_repeat
PALTA2_CE	DNA/Tc1?
autorepeat_2819	ciona_repeat
autorepeat_3475	ciona_repeat
Contig727	WI_ciona_repeat
autorepeat_3476	ciona_repeat
Contig728	WI_ciona_repeat
autorepeat_3477	ciona_repeat
SINEC_Fc	SINE/Lys 2-3% div
Contig729	WI_ciona_repeat
autorepeat_3478	ciona_repeat
autorepeat_3479	ciona_repeat
35274	DNA
GYPSY3I_DR	LTR/Gypsy
Hu-U80	snoRNA Human U80 gmeth c/d box snoRNA intron 8 gas5 (99038196) gi|5031292:3081-3151,
Hu-U81	snoRNA Human U81 gmeth c/d box snoRNA intron 11 gas5 (99038196) gi|5031292:3766-3808,
autorepeat_360	ciona_repeat
MYS_LTR	LTR/ERVK
Hu-U83	snoRNA Human U83 gmeth(nonrRNA??) c/d snoRNA intron 5 BAT1 gi|6073536|emb|AJ243200.1|HSA243200
autorepeat_361	ciona_repeat
Hu-U84	snoRNA Human U84 gmeth (nonrRNA??) c/d snoRNA intron 4 BAT1?? gi|6073527|emb|AJ243199.1|HSA243199
autorepeat_362	ciona_repeat
autorepeat_363	ciona_repeat
autorepeat_364	ciona_repeat
MER61A	LTR/ERV1 mer4 group 15% div
autorepeat_365	ciona_repeat
MER61B	LTR/ERV1 mer4 group 13%
autorepeat_366	ciona_repeat
MER61C	LTR/ERV1 mer4 group 13%
autorepeat_367	ciona_repeat
MER61D	LTR/ERV1 mer4 group (was LTR20)  15-16% div
autorepeat_368	ciona_repeat
MER61E	LTR/ERV1 mer4 group (was LTR20B)  10% div
autorepeat_369	ciona_repeat
MER61F	LTR/ERV1
55938..185192	DNA
autorepeat_2820	ciona_repeat
autorepeat_2821	ciona_repeat
Contig730	WI_ciona_repeat
autorepeat_2822	ciona_repeat
Contig731	WI_ciona_repeat
autorepeat_2823	ciona_repeat
autorepeat_2824	ciona_repeat
autorepeat_3480	ciona_repeat
Contig732	WI_ciona_repeat
autorepeat_2825	ciona_repeat
autorepeat_3481	ciona_repeat
Contig733	WI_ciona_repeat
autorepeat_2826	ciona_repeat
autorepeat_3482	ciona_repeat
Contig734	WI_ciona_repeat
autorepeat_2827	ciona_repeat
autorepeat_3483	ciona_repeat
Contig735	WI_ciona_repeat
autorepeat_2828	ciona_repeat
autorepeat_3484	ciona_repeat
Contig736	WI_ciona_repeat
autorepeat_2829	ciona_repeat
autorepeat_3485	ciona_repeat
Contig737	WI_ciona_repeat
autorepeat_3486	ciona_repeat
Contig738	WI_ciona_repeat
autorepeat_3487	ciona_repeat
Contig739	WI_ciona_repeat
autorepeat_3488	ciona_repeat
autorepeat_3489	ciona_repeat
HSRIRT	LTR/Retroviral  
Mariner1b_GG	DNA/Mariner 33 bp TIR, TA dups, 14-15% subst level, surprisingly common (expect ~ 20,000 in genome)
autorepeat_370	ciona_repeat
autorepeat_371	ciona_repeat
autorepeat_372	ciona_repeat
autorepeat_373	ciona_repeat
autorepeat_374	ciona_repeat
E_Q9BLH9	ensembl134522/low_complexity	TRASSC4 PROTEIN (FRAGMENT).
autorepeat_375	ciona_repeat
autorepeat_376	ciona_repeat
autorepeat_377	ciona_repeat
autorepeat_378	ciona_repeat
autorepeat_379	ciona_repeat
autorepeat_2830	ciona_repeat
SINE1OS	SINE/Rice  Rice p-SINE1 retroposon.
autorepeat_2831	ciona_repeat
Contig740	WI_ciona_repeat
PRIMA41-int	LTR/ERV1  MER41B/C LTRs
autorepeat_2832	ciona_repeat
autorepeat_2833	ciona_repeat
Contig741	WI_ciona_repeat
ATCOPIA22LTR	LTR/Copia
autorepeat_2834	ciona_repeat
autorepeat_3490	ciona_repeat
Contig742	WI_ciona_repeat
autorepeat_2835	ciona_repeat
autorepeat_3491	ciona_repeat
Contig743	WI_ciona_repeat
autorepeat_2836	ciona_repeat
autorepeat_3492	ciona_repeat
Contig744	WI_ciona_repeat
L2a	LINE/L2
autorepeat_2837	ciona_repeat
autorepeat_3493	ciona_repeat
Contig745	WI_ciona_repeat
autorepeat_2838	ciona_repeat
autorepeat_3494	ciona_repeat
Contig746	WI_ciona_repeat
L2b	LINE/L2
autorepeat_2839	ciona_repeat
autorepeat_3495	ciona_repeat
Contig747	WI_ciona_repeat
GSATII	Satellite/centromeric
autorepeat_3496	ciona_repeat
Contig748	WI_ciona_repeat
autorepeat_3497	ciona_repeat
Contig749	WI_ciona_repeat
autorepeat_3498	ciona_repeat
autorepeat_3499	ciona_repeat
E_Q93137	ensembl16630/low_complexity	REVERSE TRANSCRIPTASE.
E_Q9ZQU2	ensembl20738/low_complexity	POLYPROTEIN (FRAGMENT).
HAT1_CE	DNA/HAT
(CACG)n	Simple_repeat
autorepeat_380	ciona_repeat
E_Q963T8	ensembl42564/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_381	ciona_repeat
autorepeat_382	ciona_repeat
autorepeat_383	ciona_repeat
autorepeat_384	ciona_repeat
MER63A	DNA/MER1_type  23% div
autorepeat_385	ciona_repeat
MER63B	DNA/MER1_type  23% div
autorepeat_386	ciona_repeat
MER63C	DNA/MER1_type  23% div
autorepeat_387	ciona_repeat
MER63D	DNA/MER1_type   23% div
autorepeat_388	ciona_repeat
RSG1	LINE/Salmon (Salmo gairdneri)
autorepeat_389	ciona_repeat
autorepeat_2840	ciona_repeat
autorepeat_2841	ciona_repeat
autorepeat_2842	ciona_repeat
LTR5_Hs	LTR/ERVK HERVK LTR (youngest sub < 1% div)
Contig750	WI_ciona_repeat
autorepeat_2843	ciona_repeat
Contig751	WI_ciona_repeat
169353,186651..86937	DNA
autorepeat_2844	ciona_repeat
Contig752	WI_ciona_repeat
autorepeat_2845	ciona_repeat
Contig753	WI_ciona_repeat
autorepeat_2846	ciona_repeat
Contig754	WI_ciona_repeat
autorepeat_2847	ciona_repeat
Contig755	WI_ciona_repeat
autorepeat_2848	ciona_repeat
Contig756	WI_ciona_repeat
autorepeat_2849	ciona_repeat
L3b	LINE/CR1
l1MM_5end	LINE/L1
Contig757	WI_ciona_repeat
Contig758	WI_ciona_repeat
Contig759	WI_ciona_repeat
autorepeat_390	ciona_repeat
autorepeat_391	ciona_repeat
autorepeat_392	ciona_repeat
autorepeat_393	ciona_repeat
E_O61447	ensembl18660/low_complexity	TRANSPOSASE.
autorepeat_394	ciona_repeat
autorepeat_395	ciona_repeat
autorepeat_396	ciona_repeat
autorepeat_397	ciona_repeat
autorepeat_398	ciona_repeat
autorepeat_399	ciona_repeat
GTWIN_LTR	LTR/Gypsy
autorepeat_2850	ciona_repeat
autorepeat_2851	ciona_repeat
HAT1_DR	DNA
autorepeat_2852	ciona_repeat
Contig760	WI_ciona_repeat
autorepeat_2853	ciona_repeat
Contig761	WI_ciona_repeat
autorepeat_2854	ciona_repeat
Contig762	WI_ciona_repeat
autorepeat_2855	ciona_repeat
Contig763	WI_ciona_repeat
autorepeat_2856	ciona_repeat
E_Q9J4C7	ensembl24225/trans	POL.
Contig764	WI_ciona_repeat
autorepeat_2857	ciona_repeat
Contig765	WI_ciona_repeat
autorepeat_2858	ciona_repeat
Contig766	WI_ciona_repeat
autorepeat_2859	ciona_repeat
WHOOPER	Unknown/Crane (Grus americana)
Contig767	WI_ciona_repeat
Contig768	WI_ciona_repeat
Contig769	WI_ciona_repeat
MER65A	LTR/ERV1 mer4 group  14%
MER65B	LTR/ERV1 mer4 group (may not exist)
MER65C	LTR/ERV1 mer4 group  15-16%
MER65D	LTR/ERV1 17%
52614..167386	DNA
autorepeat_2860	ciona_repeat
autorepeat_2861	ciona_repeat
autorepeat_2862	ciona_repeat
Contig770	WI_ciona_repeat
autorepeat_2863	ciona_repeat
Contig771	WI_ciona_repeat
autorepeat_2864	ciona_repeat
Contig772	WI_ciona_repeat
autorepeat_2865	ciona_repeat
Contig773	WI_ciona_repeat
autorepeat_2866	ciona_repeat
L1PBa1_5end	LINE/L1 13%
HATN11_DR	DNA
Contig774	WI_ciona_repeat
autorepeat_2867	ciona_repeat
Contig775	WI_ciona_repeat
autorepeat_2868	ciona_repeat
Contig776	WI_ciona_repeat
autorepeat_2869	ciona_repeat
Contig777	WI_ciona_repeat
Contig778	WI_ciona_repeat
Contig779	WI_ciona_repeat
MULVLTR	LTR/Retroviral
ATHPOGO	DNA/Pogo 
DMTPOD	DNA
PABL_B-int	LTR/ERV1
MER66A	LTR/ERV1 mer4 group  16%
MER66B	LTR/ERV1 mer4 group  17%
MER66C	LTR/ERV1
autorepeat_2870	ciona_repeat
autorepeat_2871	ciona_repeat
autorepeat_2872	ciona_repeat
Contig780	WI_ciona_repeat
autorepeat_2873	ciona_repeat
Contig781	WI_ciona_repeat
autorepeat_2874	ciona_repeat
Contig782	WI_ciona_repeat
autorepeat_2875	ciona_repeat
Contig783	WI_ciona_repeat
autorepeat_2876	ciona_repeat
Contig784	WI_ciona_repeat
autorepeat_2877	ciona_repeat
Contig785	WI_ciona_repeat
autorepeat_2878	ciona_repeat
Contig786	WI_ciona_repeat
autorepeat_2879	ciona_repeat
Contig787	WI_ciona_repeat
Contig788	WI_ciona_repeat
Contig789	WI_ciona_repeat
(CCTAT)n	Simple_repeat
gi|159641|gb|M35472.1|MSQRTR1U	DNA
E_Q22244	ensembl6444/trans	T06C10.5 PROTEIN.
tRNA-Asp-GAC	tRNA               
(CAATC)n	Simple_repeat
MER67A	LTR/ERV1 mer4 group  18% div
MER67B	LTR/ERV1 mer4 group   22% div
MER67C	LTR/ERV1 mer4 group   21% div
64768	DNA
MER67D	LTR/ERV1 mer4 group   20% div
DMZAM	DNA
ATCOPIA75LTR	LTR/Copia
autorepeat_2880	ciona_repeat
autorepeat_2881	ciona_repeat
autorepeat_2882	ciona_repeat
Contig790	WI_ciona_repeat
autorepeat_2883	ciona_repeat
Contig791	WI_ciona_repeat
autorepeat_2884	ciona_repeat
Contig792	WI_ciona_repeat
autorepeat_2885	ciona_repeat
TIR9TA1_CE	DNA
Contig793	WI_ciona_repeat
autorepeat_2886	ciona_repeat
Contig794	WI_ciona_repeat
RLTR3_MM	LTR/ERV   MMTV
autorepeat_2887	ciona_repeat
Contig795	WI_ciona_repeat
autorepeat_2888	ciona_repeat
Contig796	WI_ciona_repeat
autorepeat_2889	ciona_repeat
Contig797	WI_ciona_repeat
Contig798	WI_ciona_repeat
tRNA-Asp-GAY	tRNA 
Contig799	WI_ciona_repeat
(CACCT)n	Simple_repeat
88191..26055	DNA
MER68A	Unknown/MER21_group
MER68B	Unknown/MER21_group
SINEC_Mv	SINE/Lys mink
MER57-internal	LTR/MER4-group  
STONOR_ZM_I	LTR/Copia
autorepeat_2890	ciona_repeat
autorepeat_2891	ciona_repeat
gi|1480678|gb|U60880.1|AAU60880	DNA
autorepeat_2892	ciona_repeat
autorepeat_2893	ciona_repeat
autorepeat_2894	ciona_repeat
autorepeat_2895	ciona_repeat
autorepeat_2896	ciona_repeat
autorepeat_2897	ciona_repeat
SSSINESAT	SINE/Salmon (Salmo salar)
autorepeat_2898	ciona_repeat
E_Q963V3	ensembl7715/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
autorepeat_2899	ciona_repeat
LIMPET1	DNA/MuDR
Dr000200	Recon
Dr000201	Recon
Dr000202	Recon
Dr000203	Recon
Dr000204	Recon
Dr000205	Recon
E_Q89703	ensembl7697/trans	ORF 3.
Dr000206	Recon
Dr000207	Recon
Dr000208	Recon
Dr000209	Recon
MER69A	DNA/AcHobo  26% div
(CGGGA)n	Simple_repeat
MER69B	DNA/AcHobo  26% div
THE1-INTERNAL	LTR/MaLR
MURVY-int	LTR/ERV1  (with RLTR5)
Dr000210	Recon
Dr000211	Recon
Dr000212	Recon
Dr000213	Recon
Dr000214	Recon
Dr000215	Recon
Dr000216	Recon
Dr000217	Recon
Dr000218	Recon
19371,191973	DNA
Dr000219	Recon
E_Q9AYK7	ensembl20615/trans	PUTATIVE GYPSY-TYPE RETROTRANSPOSON POLYPROTEIN.
TZ86L_ZM	Unknown
autorepeat_8000	ciona_repeat
autorepeat_8001	ciona_repeat
autorepeat_8002	ciona_repeat
autorepeat_8003	ciona_repeat
autorepeat_8004	ciona_repeat
Dr000220	Recon
autorepeat_8005	ciona_repeat
Dr000221	Recon
autorepeat_8006	ciona_repeat
Dr000222	Recon
autorepeat_8007	ciona_repeat
Dr000223	Recon
autorepeat_8008	ciona_repeat
ATCOPIA92_I	LTR/Copia
Dr000224	Recon
B2_Mv	SINE/carnivores  
autorepeat_8009	ciona_repeat
Dr000225	Recon
Dr000226	Recon
Dr000227	Recon
E_Q05410	ensembl89/trans	TRANSPOSASE (FRAGMENT).
Dr000228	Recon
Dr000229	Recon
BLACKJACK	DNA/AcHobo 19%
163209..174983	DNA
SINEC_Pv	SINE/carnivores  
E_Q963Y8	ensembl39855/trans	REVERSE TRANSCRIPTASE (FRAGMENT).
DIVER_I	LTR/PAO
autorepeat_8010	ciona_repeat
autorepeat_8011	ciona_repeat
autorepeat_8012	ciona_repeat
autorepeat_8013	ciona_repeat
autorepeat_8014	ciona_repeat
Dr000230	Recon
autorepeat_8015	ciona_repeat
CINFUL2_ZM_LTR	LTR/Gypsy
Dr000231	Recon
autorepeat_8016	ciona_repeat
Dr000232	Recon
autorepeat_8017	ciona_repeat
Dr000233	Recon
autorepeat_8018	ciona_repeat
Dr000234	Recon
autorepeat_8019	ciona_repeat
Dr000235	Recon
Dr000236	Recon
Dr000237	Recon
Dr000238	Recon
Dr000239	Recon
Kopi1	LTR/Copia The product of ORF 121-1923 is 62% similar to the C-terminal part of the pol gene of TNT and RIR1 in Rice, and to other representatives of the Copia class of LTR elements. The consensus is 5' truncated. Very short LTRs. Average subst level only 1.2%. perhpas a dozen copies, mostly solo-LTRs. First Copia-like element in vertebrates. (Kopi is Japanese for copy, of course)
(TAG)n	Simple_repeat
ATHILA4A_I	LTR/Gypsy
FERVLTR4a	LTR/ERV1 7% div 4 bp dups
FERVLTR4b	LTR/ERV1 6% div
DMBLPP	DNA
FERVLTR4c	LTR/ERV1 8% div
FERVLTR4d	LTR/ERV1 5% div
L1PA13_5end	LINE/L1
autorepeat_8020	ciona_repeat
E_Q9BM80	ensembl6933/low_complexity	GAG-POL POLYPROTEIN.
autorepeat_8021	ciona_repeat
(CATGT)n	Simple_repeat
autorepeat_8022	ciona_repeat
autorepeat_8023	ciona_repeat
autorepeat_8024	ciona_repeat
Dr000240	Recon
autorepeat_8025	ciona_repeat
Dr000241	Recon
autorepeat_8026	ciona_repeat
Dr000242	Recon
autorepeat_8027	ciona_repeat
Dr000243	Recon
autorepeat_8028	ciona_repeat
autorepeat_8029	ciona_repeat
Dr000244	Recon
Dr000245	Recon
Dr000246	Recon
Dr000247	Recon
Dr000248	Recon
Dr000249	Recon
gi|159628|gb|M35456.1|MSQRTR1H	DNA
TOM_I	LTR/Gypsy
autorepeat_8030	ciona_repeat
autorepeat_8031	ciona_repeat
